Index Arrival time  CPU Burst Length   Priority
8614      129518                  21     4
8615      129519                  14     2
8616      129539                  20     3
8617      129541                  12     1
8618      129545                   0     6
8619      129556                   9     7
8620      129571                   6     7
8621      129588                  14     3
8622      129606                  21     6
8623      129611                  12     4
8624      129636                   3     8
8625      129637                  20     9
8626      129639                  13     9
8627      129663                  12     7
8628      129684                   5     7
8629      129694                   0     4
8630      129702                   9     6
8631      129703                  11     1
8632      129705                  17     5
8633      129706                   7     9
8634      129732                   0     6
8635      129741                  20     9
8636      129742                  22     3
8637      129750                  17     1
8638      129798                  21     5
8639      129803                  14     6
8640      129880                  23     3
8641      129887                  23     6
8642      129895                  16     1
8643      129910                  14     6
8644      129934                  20     6
8645      129938                  24     1
8646      129972                  24     3
8647      129976                   1     2
8648      130005                   7     4
8649      130019                   7     5
8650      130036                   3     8
8651      130039                  21     9
8652      130052                  22     7
8653      130083                  16     5
8654      130097                   0     2
8655      130099                   9     4
8656      130113                  11     9
8657      130114                  24     7
8658      130121                  24     6
8659      130125                   1     8
8660      130131                  18     3
8661      130135                   6     8
8662      130135                   9     1
8663      130147                  21     3
8664      130164                   4     5
8665      130170                   3     1
8666      130184                   8     3
8667      130192                  12     3
8668      130196                   9     1
8669      130207                  13     2
8670      130278                   1     2
8671      130287                  20     3
8672      130336                   5     7
8673      130342                   6     5
8674      130348                  24     6
8675      130356                  17     4
8676      130356                  24     1
8677      130357                   5     2
8678      130362                  23     8
8679      130367                   5     1
8680      130371                  16     2
8681      130396                  23     3
8682      130399                  19     9
8683      130413                   2     9
8684      130473                   4     1
8685      130530                  17     4
8686      130602                  12     8
8687      130637                   6     4
8688      130637                  22     6
8689      130640                  21     4
8690      130654                   7     7
8691      130683                  22     4
8692      130691                   0     6
8693      130699                   6     8
8694      130708                  22     9
8695      130721                  21     2
8696      130734                  11     3
8697      130746                  16     6
8698      130749                  15     7
8699      130751                  15     1
8700      130770                  14     4
8701      130817                  18     9
8702      130825                   1     8
8703      130840                   0     1
8704      130867                  22     2
8705      130887                   6     2
8706      130895                  15     2
8707      130924                  21     3
8708      130964                  22     9
8709      130973                   0     4
8710      130982                   6     7
8711      130998                   0     1
8712      131004                  22     7
8713      131010                   3     3
8714      131011                   6     4
8715      131015                  11     2
8716      131024                  17     7
8717      131036                  17     7
8718      131055                   2     7
8719      131061                  18     8
8720      131092                   6     5
8721      131126                  19     6
8722      131149                  14     3
8723      131153                   5     5
8724      131182                  10     6
8725      131187                  16     7
8726      131209                   2     9
8727      131215                  15     2
8728      131218                  18     9
8729      131251                  24     6
8730      131256                   8     6
8731      131266                  14     1
8732      131272                   2     1
8733      131281                  24     4
8734      131284                   9     8
8735      131296                  19     3
8736      131297                   0     3
8737      131302                  18     1
8738      131326                   5     3
8739      131330                   7     8
8740      131341                   1     6
8741      131346                   6     1
8742      131377                   5     7
8743      131378                   8     1
8744      131388                  12     3
8745      131393                   1     2
8746      131403                  11     2
8747      131449                   3     1
8748      131468                  22     3
8749      131497                  14     6
8750      131498                  21     3
8751      131506                  14     1
8752      131508                  15     9
8753      131515                   9     3
8754      131516                  14     9
8755      131522                   6     2
8756      131539                  21     1
8757      131550                   9     5
8758      131587                   9     3
8759      131599                  21     5
8760      131613                   1     6
8761      131620                   9     4
8762      131678                   8     7
8763      131686                  18     8
8764      131688                   9     8
8765      131711                   0     5
8766      131724                   2     7
8767      131758                   5     4
8768      131770                  11     9
8769      131778                  11     1
8770      131792                  10     9
8771      131798                  13     5
8772      131817                  13     9
8773      131825                   5     1
8774      131837                   5     9
8775      131859                  17     6
8776      131861                   4     6
8777      131895                  18     4
8778      131914                   1     9
8779      131923                  12     4
8780      131947                  23     6
8781      131979                  17     5
8782      131984                   2     1
8783      132002                  17     5
8784      132006                  17     1
8785      132019                   1     4
8786      132028                  24     7
8787      132043                  20     7
8788      132047                  23     2
8789      132053                  23     5
8790      132092                   6     6
8791      132101                  11     7
8792      132106                  19     9
8793      132107                   7     7
8794      132112                  20     8
8795      132113                  16     9
8796      132136                  22     2
8797      132144                   2     3
8798      132153                   2     3
8799      132165                  17     3
8800      132169                   0     8
8801      132190                  13     9
8802      132210                  20     2
8803      132218                   2     3
8804      132222                  21     3
8805      132230                   6     5
8806      132259                  13     3
8807      132263                  21     6
8808      132264                   9     7
8809      132285                   6     7
8810      132287                   8     3
8811      132297                  12     4
8812      132317                  17     6
8813      132318                  12     3
8814      132347                   0     2
8815      132350                  12     2
8816      132375                  16     7
8817      132376                  15     5
8818      132383                  23     8
8819      132394                  22     6
8820      132400                  19     2
8821      132416                  15     2
8822      132417                  20     4
8823      132421                   8     3
8824      132429                   9     1
8825      132437                  13     1
8826      132453                  22     7
8827      132463                  20     1
8828      132464                  13     9
8829      132485                   7     4
8830      132495                   0     7
8831      132506                   7     9
8832      132513                  19     8
8833      132536                   2     9
8834      132551                  24     6
8835      132573                  22     1
8836      132625                  23     7
8837      132630                   0     5
8838      132638                  20     6
8839      132642                   0     5
8840      132668                  16     8
8841      132674                  11     3
8842      132677                   6     6
8843      132692                  20     5
8844      132702                   7     2
8845      132709                   3     3
8846      132714                  13     2
8847      132721                   1     4
8848      132748                   0     9
8849      132777                  22     5
8850      132783                  12     2
8851      132793                   5     9
8852      132808                   5     5
8853      132810                   9     5
8854      132821                  24     1
8855      132826                  21     3
8856      132837                   1     6
8857      132870                   0     4
8858      132882                  13     2
8859      132897                   8     3
8860      132899                   2     1
8861      132902                  10     4
8862      132938                  10     3
8863      132941                   4     5
8864      132998                  18     7
8865      133029                  21     3
8866      133062                  24     9
8867      133066                  16     8
8868      133071                  14     9
8869      133073                   0     2
8870      133082                   3     3
8871      133100                  16     1
8872      133112                  22     3
8873      133120                  16     3
8874      133123                   7     6
8875      133161                   7     5
8876      133165                  23     1
8877      133170                   9     3
8878      133172                   3     1
8879      133176                  18     5
8880      133183                  12     4
8881      133190                  17     2
8882      133198                  14     3
8883      133202                  20     9
8884      133206                   6     2
8885      133211                   8     1
8886      133216                   4     5
8887      133266                  16     3
8888      133266                   9     1
8889      133280                   4     9
8890      133295                  17     6
8891      133305                   6     2
8892      133322                   8     8
8893      133326                  15     3
8894      133334                  19     2
8895      133336                  22     6
8896      133336                  13     9
8897      133348                   8     9
8898      133359                  21     6
8899      133370                  21     1
8900      133390                   9     6
8901      133418                  15     2
8902      133419                   8     3
8903      133420                  19     4
8904      133435                   4     1
8905      133447                  12     5
8906      133459                   6     9
8907      133460                   0     1
8908      133463                  18     9
8909      133476                  20     1
8910      133482                   6     1
8911      133509                   3     7
8912      133530                  16     1
8913      133557                   2     4
8914      133583                   1     4
8915      133631                  15     4
8916      133642                  14     9
8917      133646                  19     5
8918      133681                  10     6
8919      133682                  10     4
8920      133705                  12     8
8921      133712                  11     1
8922      133734                   0     3
8923      133742                   9     9
8924      133762                  17     1
8925      133782                   8     4
8926      133786                   9     7
8927      133790                   6     6
8928      133791                  17     9
8929      133798                  20     9
8930      133809                   2     6
8931      133817                  10     5
8932      133828                   6     2
8933      133834                   7     9
8934      133837                   4     5
8935      133857                   7     1
8936      133867                  18     1
8937      133902                   8     1
8938      133907                  15     4
8939      133910                  19     8
8940      133937                   0     2
8941      133946                   8     8
8942      133959                   9     3
8943      133968                  13     7
8944      133999                  13     2
8945      134001                  12     3
8946      134004                   9     5
8947      134013                   4     6
8948      134014                  21     5
8949      134037                  18     6
8950      134084                  17     1
8951      134109                   7     4
8952      134112                   1     6
8953      134116                   6     4
8954      134175                   8     5
8955      134194                   0     7
8956      134195                  20     1
8957      134220                   5     8
8958      134225                  18     6
8959      134252                  23     8
8960      134256                  16     1
8961      134286                  15     5
8962      134313                   0     7
8963      134313                   0     5
8964      134329                   2     5
8965      134333                  11     3
8966      134340                  23     9
8967      134343                   7     4
8968      134353                  21     6
8969      134369                   8     2
8970      134435                  10     6
8971      134451                   4     7
8972      134458                  15     9
8973      134464                   5     9
8974      134464                  14     5
8975      134474                  23     8
8976      134555                   3     8
8977      134555                   6     1
8978      134567                  24     7
8979      134592                   5     1
8980      134595                  21     3
8981      134597                   8     9
8982      134619                  13     8
8983      134627                  22     8
8984      134647                   9     6
8985      134656                  16     3
8986      134660                   6     6
8987      134664                  22     3
8988      134666                  18     1
8989      134681                  21     5
8990      134685                   6     5
8991      134687                   9     3
8992      134698                  18     3
8993      134702                   8     4
8994      134703                   7     4
8995      134707                  18     2
8996      134710                   4     8
8997      134740                   6     2
8998      134742                   0     9
8999      134748                  17     7
9000      134751                   5     1
9001      134762                   6     8
9002      134769                  24     4
9003      134790                  15     9
9004      134829                  11     2
9005      134835                   1     4
9006      134860                  23     6
9007      134863                  12     8
9008      134910                  16     3
9009      134933                   4     1
9010      134937                  13     3
9011      134942                  15     1
9012      134966                   0     4
9013      134967                  20     3
9014      134968                  20     8
9015      134975                  14     8
9016      134994                  18     3
9017      134998                  20     4
9018      135002                   5     1
9019      135010                  10     4
9020      135022                  21     7
9021      135051                  14     2
9022      135054                  20     9
9023      135059                  15     1
9024      135071                   1     5
9025      135083                  23     9
9026      135084                  17     8
9027      135113                   7     7
9028      135119                  14     1
9029      135122                   0     1
9030      135126                  21     5
9031      135127                  14     6
9032      135131                   8     4
9033      135152                   0     4
9034      135167                   4     6
9035      135167                   9     4
9036      135168                  16     9
9037      135168                   6     2
9038      135200                  19     2
9039      135206                  22     3
9040      135216                   2     9
9041      135228                  22     7
9042      135239                   0     6
9043      135243                  13     8
9044      135244                   0     6
9045      135267                   7     8
9046      135277                  18     8
9047      135292                   7     5
9048      135309                  12     6
9049      135312                   5     3
9050      135314                  17     8
9051      135355                  17     9
9052      135355                   5     4
9053      135360                  11     7
9054      135371                  20     3
9055      135373                  15     2
9056      135383                   5     1
9057      135383                   0     9
9058      135403                   0     1
9059      135414                  16     6
9060      135442                  21     8
9061      135448                  10     3
9062      135450                  12     4
9063      135455                   5     9
9064      135481                  16     8
9065      135514                  18     4
9066      135515                  14     5
9067      135524                  20     6
9068      135541                  21     7
9069      135548                   2     7
9070      135560                  12     1
9071      135583                  24     2
9072      135585                   4     4
9073      135605                   9     2
9074      135606                   6     5
9075      135621                   2     6
9076      135624                  14     7
9077      135640                   0     5
9078      135645                   5     9
9079      135656                   8     7
9080      135670                  14     9
9081      135694                   8     1
9082      135716                   1     1
9083      135720                  15     7
9084      135739                  10     4
9085      135742                   4     6
9086      135755                  12     8
9087      135764                   6     1
9088      135827                   2     9
9089      135830                   8     5
9090      135847                  20     3
9091      135852                   9     8
9092      135854                   5     6
9093      135863                  10     2
9094      135866                  19     5
9095      135868                  19     6
9096      135868                  14     4
9097      135888                   0     3
9098      135901                  24     9
9099      135909                  22     4
9100      135921                   2     8
9101      135925                  17     2
9102      135928                  21     7
9103      135932                  23     2
9104      135938                   0     3
9105      135950                  18     5
9106      135955                  18     1
9107      136020                  14     5
9108      136025                   0     5
9109      136033                   5     5
9110      136033                  14     1
9111      136033                   0     9
9112      136050                  18     5
9113      136055                  14     4
9114      136076                   0     3
9115      136084                  23     2
9116      136108                   7     1
9117      136124                  18     3
9118      136179                   9     3
9119      136190                   5     6
9120      136201                  12     1
9121      136204                   2     6
9122      136220                   2     5
9123      136282                   2     1
9124      136326                   3     9
9125      136334                   3     5
9126      136338                  16     6
9127      136366                   1     5
9128      136368                   2     6
9129      136371                   8     9
9130      136376                  14     4
9131      136395                   1     7
9132      136400                   9     5
9133      136405                   8     3
9134      136407                   6     5
9135      136414                   8     1
9136      136419                  23     5
9137      136423                   6     6
9138      136426                   8     3
9139      136433                  15     2
9140      136536                   2     8
9141      136568                  22     3
9142      136570                  15     5
9143      136582                  12     8
9144      136584                  24     8
9145      136588                  20     8
9146      136592                   3     5
9147      136605                  12     1
9148      136621                   7     1
9149      136652                  14     4
9150      136654                  23     9
9151      136655                  24     3
9152      136688                  15     3
9153      136709                  24     7
9154      136724                  13     4
9155      136733                   4     7
9156      136764                  20     8
9157      136771                  18     3
9158      136779                   5     2
9159      136791                  10     3
9160      136804                   8     5
9161      136810                  20     5
9162      136835                  16     2
9163      136864                   2     1
9164      136932                  17     5
9165      136934                   4     3
9166      136951                   2     3
9167      136981                  11     5
9168      136984                  15     7
9169      136985                   5     1
9170      136985                   5     2
9171      136987                  19     6
9172      137048                  12     4
9173      137055                  12     2
9174      137063                  12     4
9175      137083                  24     4
9176      137120                  20     4
9177      137121                   5     2
9178      137126                   8     6
9179      137135                  13     5
9180      137202                   0     8
9181      137205                   9     2
9182      137212                  13     5
9183      137232                  17     1
9184      137238                   1     2
9185      137269                  10     4
9186      137273                  12     1
9187      137274                   0     1
9188      137299                  16     9
9189      137359                   4     9
9190      137364                  11     2
9191      137387                  22     6
9192      137408                  19     7
9193      137434                  10     5
9194      137441                   1     7
9195      137457                  19     2
9196      137490                  23     1
9197      137512                   6     5
9198      137524                   3     5
9199      137534                  22     8
9200      137536                   2     6
9201      137572                   0     7
9202      137581                  10     2
9203      137592                   7     2
9204      137593                  22     5
9205      137601                   5     9
9206      137656                  15     8
9207      137668                  21     3
9208      137695                   8     5
9209      137698                  16     3
9210      137709                   9     9
9211      137718                  14     1
9212      137730                  15     9
9213      137730                  18     4
9214      137789                  20     7
9215      137813                   4     8
9216      137818                   1     9
9217      137826                  15     8
9218      137839                   3     8
9219      137840                  19     7
9220      137873                   6     6
9221      137882                   8     1
9222      137905                  16     6
9223      137916                   3     4
9224      137935                   1     1
9225      137972                  20     1
9226      138008                  17     4
9227      138033                   8     8
9228      138035                  15     3
9229      138076                   9     7
9230      138085                  13     8
9231      138093                  17     6
9232      138093                   2     7
9233      138103                  11     1
9234      138108                  16     4
9235      138134                   3     5
9236      138155                   6     4
9237      138198                  19     7
9238      138215                  13     5
9239      138243                  17     3
9240      138252                  24     7
9241      138260                   8     7
9242      138263                   6     1
9243      138264                  15     4
9244      138265                  12     5
9245      138270                  18     5
9246      138271                   9     1
9247      138274                  14     8
9248      138275                  22     9
9249      138275                  10     8
9250      138292                   0     9
9251      138308                  18     7
9252      138342                  17     9
9253      138348                   6     8
9254      138367                   3     4
9255      138368                   0     7
9256      138374                  20     8
9257      138379                  18     6
9258      138382                  23     7
9259      138386                  17     9
9260      138387                  21     7
9261      138394                   3     4
9262      138396                   1     8
9263      138398                  22     2
9264      138405                  13     7
9265      138417                   4     3
9266      138417                  21     4
9267      138424                  10     6
9268      138449                   6     1
9269      138449                   8     4
9270      138472                   3     8
9271      138491                   1     6
9272      138506                  11     6
9273      138526                   3     8
9274      138565                  15     5
9275      138606                   1     8
9276      138607                  17     7
9277      138629                  16     9
9278      138634                  10     3
9279      138645                  20     1
9280      138647                  19     3
9281      138652                  24     4
9282      138658                  17     9
9283      138659                  10     2
9284      138661                  22     4
9285      138709                   3     8
9286      138714                   2     8
9287      138714                  10     6
9288      138723                  19     2
9289      138736                  12     8
9290      138741                   9     3
9291      138743                   5     7
9292      138763                  14     7
9293      138777                  22     2
9294      138787                  13     7
9295      138813                   6     3
9296      138833                  15     4
9297      138839                  22     6
9298      138842                  10     8
9299      138846                  14     1
9300      138847                   5     9
9301      138863                   8     6
9302      138869                  17     4
9303      138908                  12     1
9304      138926                   2     3
9305      138926                   2     8
9306      138959                  22     7
9307      138991                   1     3
9308      138993                  19     2
9309      139019                  21     7
9310      139051                  20     3
9311      139095                  11     9
9312      139133                  15     9
9313      139136                  15     7
9314      139140                  14     9
9315      139154                  15     2
9316      139168                  13     8
9317      139188                   9     5
9318      139218                  14     8
9319      139218                  18     5
9320      139218                   4     7
9321      139237                   2     2
9322      139240                   6     6
9323      139247                  23     2
9324      139251                   5     2
9325      139252                  21     5
9326      139293                  11     1
9327      139318                   5     1
9328      139322                  17     2
9329      139323                  15     8
9330      139338                  20     3
9331      139338                   3     8
9332      139375                  11     1
9333      139400                  10     3
9334      139404                   5     1
9335      139414                  18     3
9336      139444                  12     8
9337      139477                   5     4
9338      139481                  18     7
9339      139535                   8     9
9340      139536                   2     7
9341      139542                   9     7
9342      139556                  22     4
9343      139567                  14     5
9344      139569                   1     4
9345      139576                   8     3
9346      139612                  24     5
9347      139628                  23     4
9348      139637                  18     6
9349      139687                   3     3
9350      139699                  10     1
9351      139721                  13     8
9352      139737                   9     7
9353      139737                   3     9
9354      139745                   5     6
9355      139747                  14     4
9356      139759                   7     2
9357      139788                  17     6
9358      139790                  11     8
9359      139794                  22     8
9360      139812                  13     5
9361      139840                  11     6
9362      139863                  11     6
9363      139872                  14     7
9364      139930                  18     1
9365      140031                  12     8
9366      140049                   2     6
9367      140065                  15     2
9368      140068                  17     3
9369      140083                  10     6
9370      140090                  11     3
9371      140106                   1     9
9372      140106                  13     4
9373      140122                  10     5
9374      140128                  15     7
9375      140145                  22     1
9376      140171                   7     8
9377      140188                   1     3
9378      140213                  16     8
9379      140215                   9     9
9380      140227                   9     7
9381      140240                  22     6
9382      140241                   0     5
9383      140249                  15     9
9384      140251                   4     3
9385      140251                   0     1
9386      140268                  21     9
9387      140334                  19     8
9388      140337                   8     3
9389      140350                  21     5
9390      140374                  10     6
9391      140378                  11     1
9392      140391                  19     4
9393      140420                  15     2
9394      140448                   4     7
9395      140523                  13     9
9396      140534                  12     1
9397      140541                   6     2
9398      140549                  22     9
9399      140562                   5     4
9400      140620                  15     5
9401      140644                  19     7
9402      140651                  12     9
9403      140653                  23     3
9404      140663                   2     5
9405      140672                   1     8
9406      140674                  22     2
9407      140681                  11     2
9408      140688                   4     1
9409      140708                   2     3
9410      140713                   1     1
9411      140765                   8     2
9412      140769                  15     6
9413      140780                  11     5
9414      140782                  17     1
9415      140827                  19     9
9416      140868                  23     3
9417      140872                   2     1
9418      140877                  22     3
9419      140891                  22     6
9420      140915                  14     5
9421      140927                  11     8
9422      140967                  17     5
9423      141035                  19     8
9424      141053                  20     6
9425      141065                  20     8
9426      141093                   7     8
9427      141119                  15     6
9428      141142                   5     8
9429      141166                   7     6
9430      141171                   7     7
9431      141180                  21     9
9432      141181                  17     2
9433      141203                   9     4
9434      141212                  19     1
9435      141215                   6     6
9436      141222                   8     3
9437      141225                  20     5
9438      141229                   3     9
9439      141233                  11     9
9440      141244                  14     5
9441      141253                   6     2
9442      141260                  16     4
9443      141270                   3     3
9444      141278                  14     8
9445      141344                   8     2
9446      141350                   2     9
9447      141376                  11     2
9448      141387                  15     3
9449      141417                  23     8
9450      141465                   4     9
9451      141483                  10     3
9452      141517                   2     5
9453      141521                   2     9
9454      141540                  19     2
9455      141599                  14     6
9456      141601                  20     3
9457      141613                  17     8
9458      141613                  15     3
9459      141628                   3     3
9460      141645                  21     8
9461      141648                   0     9
9462      141675                  15     6
9463      141694                   9     2
9464      141698                  11     3
9465      141705                  15     3
9466      141716                  10     7
9467      141728                   1     6
9468      141741                  21     3
9469      141761                  11     8
9470      141773                  14     4
9471      141774                  17     3
9472      141800                   7     9
9473      141803                  24     7
9474      141813                  17     9
9475      141824                  15     7
9476      141828                   1     6
9477      141835                   5     5
9478      141862                  13     3
9479      141863                  14     8
9480      141879                  22     8
9481      141881                   8     5
9482      141903                   2     6
9483      141910                   7     4
9484      141910                   2     3
9485      141940                   9     4
9486      141960                   6     1
9487      141981                  17     4
9488      141990                  19     8
9489      142020                  13     6
9490      142065                   9     3
9491      142072                  11     6
9492      142084                   2     7
9493      142096                   9     5
9494      142097                   2     8
9495      142119                   8     3
9496      142121                  13     1
9497      142126                   2     7
9498      142133                   0     3
9499      142155                  10     1
9500      142173                  17     6
9501      142190                  11     7
9502      142194                   1     6
9503      142207                  15     8
9504      142257                  23     9
9505      142264                   4     5
9506      142265                   1     2
9507      142278                   5     5
9508      142284                   3     9
9509      142286                  15     6
9510      142292                  15     2
9511      142294                  10     9
9512      142329                   9     8
9513      142339                  11     6
9514      142342                  15     8
9515      142350                   5     1
9516      142377                   8     2
9517      142379                   8     7
9518      142397                  18     1
9519      142412                  19     5
9520      142423                   1     3
9521      142448                   2     9
9522      142462                  17     2
9523      142474                  18     9
9524      142488                  21     4
9525      142507                   3     7
9526      142523                  12     1
9527      142535                   7     4
9528      142550                  22     1
9529      142571                  15     9
9530      142575                  21     7
9531      142599                  12     8
9532      142616                  15     7
9533      142633                   3     1
9534      142649                  19     8
9535      142658                  15     6
9536      142701                   9     1
9537      142726                   8     6
9538      142741                  18     8
9539      142759                  11     8
9540      142766                   5     2
9541      142771                   7     1
9542      142778                  17     9
9543      142789                   3     5
9544      142799                   6     1
9545      142800                   3     7
9546      142814                   9     3
9547      142824                   3     2
9548      142832                  18     5
9549      142835                   6     9
9550      142857                   3     1
9551      142862                  13     1
9552      142870                   4     5
9553      142888                  21     3
9554      142921                  10     6
9555      142954                  15     8
9556      142957                  15     4
9557      142963                   0     7
9558      142973                  16     4
9559      142976                  13     4
9560      143011                  10     9
9561      143011                   6     9
9562      143035                   1     5
9563      143057                   4     8
9564      143101                   1     4
9565      143107                   4     4
9566      143112                  18     9
9567      143116                  12     2
9568      143138                  13     1
9569      143151                  23     4
9570      143168                  21     2
9571      143200                   7     9
9572      143201                  13     1
9573      143203                   3     5
9574      143215                   6     2
9575      143260                   2     2
9576      143284                  23     9
9577      143286                   0     2
9578      143299                  13     5
9579      143334                  22     2
9580      143343                  13     3
9581      143350                   2     3
9582      143352                   6     8
9583      143354                   6     8
9584      143361                  14     9
9585      143367                  10     1
9586      143381                  11     7
9587      143398                  19     7
9588      143408                   2     7
9589      143413                  23     3
9590      143453                  13     2
9591      143479                   2     1
9592      143498                   6     2
9593      143517                   5     9
9594      143522                  24     3
9595      143538                  12     2
9596      143550                  12     6
9597      143554                  22     4
9598      143590                   0     3
9599      143593                  24     9
9600      143612                  15     4
9601      143616                  18     6
9602      143626                   5     7
9603      143627                  13     5
9604      143628                   2     6
9605      143640                  24     9
9606      143658                   3     3
9607      143675                  14     6
9608      143684                   6     5
9609      143755                  12     3
9610      143758                  17     3
9611      143758                   9     5
9612      143771                  14     6
9613      143771                   0     8
9614      143771                  12     8
9615      143773                   5     8
9616      143793                  10     2
9617      143799                   5     8
9618      143852                  16     6
9619      143902                   4     6
9620      143905                  12     9
9621      143919                   6     9
9622      143946                   6     8
9623      143959                  15     2
9624      143980                   1     7
9625      143992                  20     5
9626      143995                  11     5
9627      144029                  15     8
9628      144039                   8     3
9629      144066                  16     5
9630      144085                  10     8
9631      144106                  22     1
9632      144114                  13     1
9633      144116                   6     5
9634      144117                   2     3
9635      144131                  20     7
9636      144133                  22     5
9637      144133                   3     5
9638      144145                  12     2
9639      144169                  14     3
9640      144176                   7     1
9641      144188                  13     3
9642      144194                  21     4
9643      144239                  10     4
9644      144257                  18     5
9645      144281                   9     4
9646      144295                  12     8
9647      144296                  11     2
9648      144304                  16     1
9649      144307                  14     5
9650      144312                   3     3
9651      144318                  13     3
9652      144320                  19     7
9653      144335                  17     7
9654      144342                  11     2
9655      144356                  12     9
9656      144366                   1     3
9657      144370                   0     2
9658      144385                   2     8
9659      144386                   2     8
9660      144394                  14     3
